EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5683684,BARNSTABLE (ZONE), ,1/3/99,1300,Strong Wind, , ,0,0,0,0,MA,EST, ,1501525,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,1/3/99,1900, , , , ,,"A developing low pressure system moving  from the mid Atlantic states into southern New England
brought strong southeast winds and more than 2 inches of rain to eastern and southeastern Massachusetts.  Freezing rain occurred in the central and western part of the state, especially in the valleys.

Strong winds occurred across all of southeastern Massachusetts, including Cape Cod and the Islands.  A peak wind gust to 71 mph was reported at Chatham, and a gust to 65 mph was reported at Onset, where two trees were blown down.  In Fairhaven, a gust to 56 mph downed a telephone pole which resulted in a power outage,  Other strong wind gusts included 56 mph at West Island, 55 mph at Nantucket and Pocasset, 48 mph at Martha's Vineyard, and 46 mph at Taunton and Plymouth.

Heavy rainfall associated with the storm totaled 1.5 to 2.5 inches in less than 12 hours.  As much as 2.25 inches fell in Walpole, 2.05 inches in Dedham and  2.00 inches in Norwood.  1.93 inches of rain fell at the Blue Hill Observatory in Milton, with as much as 0.8 inches in one hour.  There were no reports of flooding.

In central and western Massachusetts, temperatures remained below freezing, which resulted in a period of freezing rain.  Glaze accumulations of up to one-half inch were reported from Chicopee and Russell in Hampden County, Hubbardston and Leicester in Worcester County, and from Shutesbury in Franklin County.  The accumulation of ice downed branches and wires in West Springfield and Chicopee.  Scattered power outages affected about 2,000 customers, including about 1,300 in Ludlow.",1
5683690,BARNSTABLE (ZONE), ,1/3/99,1831,High Wind,62, ,0,0,0,0,MA,EST, ,1501525,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,1/3/99,1831, , , , ,,"A developing low pressure system moving  from the mid Atlantic states into southern New England
brought strong southeast winds and more than 2 inches of rain to eastern and southeastern Massachusetts.  Freezing rain occurred in the central and western part of the state, especially in the valleys.

Strong winds occurred across all of southeastern Massachusetts, including Cape Cod and the Islands.  A peak wind gust to 71 mph was reported at Chatham, and a gust to 65 mph was reported at Onset, where two trees were blown down.  In Fairhaven, a gust to 56 mph downed a telephone pole which resulted in a power outage,  Other strong wind gusts included 56 mph at West Island, 55 mph at Nantucket and Pocasset, 48 mph at Martha's Vineyard, and 46 mph at Taunton and Plymouth.

Heavy rainfall associated with the storm totaled 1.5 to 2.5 inches in less than 12 hours.  As much as 2.25 inches fell in Walpole, 2.05 inches in Dedham and  2.00 inches in Norwood.  1.93 inches of rain fell at the Blue Hill Observatory in Milton, with as much as 0.8 inches in one hour.  There were no reports of flooding.

In central and western Massachusetts, temperatures remained below freezing, which resulted in a period of freezing rain.  Glaze accumulations of up to one-half inch were reported from Chicopee and Russell in Hampden County, Hubbardston and Leicester in Worcester County, and from Shutesbury in Franklin County.  The accumulation of ice downed branches and wires in West Springfield and Chicopee.  Scattered power outages affected about 2,000 customers, including about 1,300 in Ludlow.",2
5683710,BARNSTABLE (ZONE), ,1/15/99,900,Strong Wind, , ,0,0,0,0,MA,EST, ,1500620,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,1/15/99,1700, , , , ,,"Rainfall of 1 to 2 inches combined with rapid snowmelt to result in considerable urban street flooding and ponding of water in low lying areas.  There were also many reports of basement flooding.  The problem was aggravated by storm drains which became clogged by snow and ice.   Temperatures rose rapidly from the 20's and 30's into the 40's and 50's, which melted much of the 8 to 15 inches of snow which was on the ground.  Scattered thunderstorms also accompanied the heavy rain.  In southeastern Massachusetts, strong southeast winds of 40 to 50 mph were also reported.

The most severe street flooding occurred in Greater Boston, where many cars were submerged or stalled in low lying areas.  In Boston, the Callahan Tunnel flooded, stranding several vehicles.  Several cars  were submerged in flood waters when underpasses on Route 128 in Dedham and Needham flooded out.  No injuries were reported.",3
5683790,BARNSTABLE (ZONE), ,1/18/99,1900,Strong Wind, , ,0,0,0,0,MA,EST, ,1076844,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,1/18/99,2200, , , , ,,"Low pressure moving northward into Canada brought a variety of weather to Massachusetts, including freezing rain, high wind, and scattered thunderstorms.

Freezing rain in western Massachusetts caused severe icing of roadways, especially in the valleys of Franklin, Hampshire, and Hampden Counties.  Many towns reported states of emergency.  Roads were closed in many communities, including Goshen, Northfield, Colrain, Florida, Heath, Cummington, Chester, Gill, Huntington, and Russell.  Thunderstorms accompanied the freezing rain during the afternoon.

Strong south winds occurred ahead of an approaching cold front, mainly in the eastern part of the state, but also across the higher elevations of western and central Massachusetts.  Gusts as high as 45 to 55 mph were common.  A spotter in Tyngsboro reported a peak gust to 63 mph at 920 pm, which occurred just behind the cold front.  A gust to 59 mph was reported from West Island on Buzzard's Bay.  Other strong wind gusts included 58 mph in Taunton (spotter), 54 mph at the Blue Hill Observatory in Milton, 53 mph in Worcester, 47 mph at Logan International Airport in Boston, and 46 mph in Hyannis.  In Dartmouth, in Bristol County, wires were downed by the strong winds.  There were many reports of downed branches, some of which caused power outages by falling on wires.

Scattered thunderstorms were reported throughout most of  the state, however the strong winds were not directly associated with the thunderstorms.  The exception was on Martha's Vineyard, where thunderstorms produced a wind gust to 60 mph at the Martha's Vineyard Airport around 900 pm.  In Oak Bluffs on the Vineyard, large tree limbs were downed and a small shed was blown down at the high school.  Lightning strikes resulted in several power outages, and in central Massachusetts, lightning started an attic fire in Gardner, causing minor damage to a building.",4
5683817,BARNSTABLE (ZONE), ,1/24/99,0,Strong Wind, , ,0,0,0,0,MA,EST, ,1502929,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,1/24/99,1500, , , , ,,"South winds gusted to as high as 55 mph in advance of a strong cold front.  The strongest winds occurred across eastern Massachusetts, and were accompanied by heavy rain showers and mild temperatures.

A peak wind gust to 63 mph was recorded at the Blue Hill Observatory in Milton.  Some of the other 
higher wind gusts reported include 50 mph at Otis Air Force Base in Falmouth, 48 mph in Cohasset, and 47 mph in Plymouth.

Scattered showers produced localized rainfall of 2 to 3 inches in a short period of time.  The Ware River in Worcester County overflowed its banks, and crested at 4.2 feet on the evening of the 24th, just over its flood stage of 4 feet.  No flood damage was reported. 

Two record high temperatures were also broken.  At Worcester Municipal Airport in Worcester, the high temperature of 59 degrees at 843 am broke the previous  record high of 56 degrees which was set in 1906.
In Boston, the temperature at Logan International Airport reached 62 degrees at 1000 am, which broke the previous record high of 61 degrees which was set in 1967.",5
5687783,BARNSTABLE (ZONE), ,2/2/99,1800,Strong Wind, , ,0,0,0,0,MA,EST, ,1503048,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,2/3/99,300, , , , ,,"A strong low pressure system moved from the Carolinas to southern New England, bringing strong southeast winds and over two inches of rain to eastern Massachusetts.  The highest gust reported was 66 mph, by a spotter in Taunton.  Other strong wind gusts included 56 mph at the Blue Hill Observatory in Milton, 47 mph at Pocasset on Cape Cod, and 46 mph at Nantucket.  Some rainfall amounts exceeding two inches included 2.74 inches in Taunton (spotter), 2.53 inches in West Mansfield, 2.51 inches in Norton, 2.50 inches in Plymouth, 2.44 inches in Hingham, 2.41 inches in Acushnet,  2.18 inches in New Bedford, 2.08 inches in Milford, and 2.00 inches in Attleboro and at Beverly Airport.  There were no reports of damage from this event.",6
5686119,BARNSTABLE (ZONE), ,2/25/99,0,Heavy Snow, , ,0,0,0,0,MA,EST, ,1500730,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,2/26/99,300, , , , ,,"A powerful nor'easter, which passed about 200 miles southeast of Cape Cod, brought heavy snow and strong winds to the eastern third of the state.  The hardest hit areas were in southeast Massachusetts, including Cape Cod, where as much as two feet of snow  was reported.   A peak wind gust of 67 mph was reported from Nantucket.   The heavy snow and strong winds toppled trees and utility poles on the Cape
and Islands, where more than 16,000 electric customers lost power by early morning on the 26th.  The storm forced the cancellation of half of the scheduled 700 flights from Logan International Airport in Boston.  Rush hour traffic was snarled on the main routes out of the Boston area as well.

There was one fatality in Norton, in Bristol County, which was not directly attributed to the storm.  A 9-year old boy wandered from his home and became disoriented during the heavy snow.  He died as a result of exposure to the snow and cold, but had a pre-existing medical condition which led to the fatality.

Some of the higher snowfall totals from this storm included 24 inches in Harwich, 22 inches in Marstons Mills, and 20 inches in West Dennis, all on Cape Cod.  Other totals on the Cape ranged from 12 to 19 inches, with the exception of 8 inches in Provincetown.  Nantucket and Martha's Vineyard reported totals ranging from 17 to 19 inches.  The National Weather Service Office in Taunton reported 10.9 inches, Worcester reported 10.5 inches, and Logan International Airport reported 6.5 inches of snow.  The least amount of snow fell in western Massachusetts, where between 2 and 7 inches were reported in Franklin, Hampshire, and Hampden Counties.",7
5686135,BARNSTABLE (ZONE), ,2/25/99,600,Strong Wind, , ,0,0,0,0,MA,EST, ,1500730,Z,22,BOX,0,0,TRAINED SPOTTER, , , , , , , , ,2/26/99,0, , , , ,,"A powerful nor'easter, which passed about 200 miles southeast of Cape Cod, brought heavy snow and strong winds to the eastern third of the state.  The hardest hit areas were in southeast Massachusetts, including Cape Cod, where as much as two feet of snow  was reported.   A peak wind gust of 67 mph was reported from Nantucket.   The heavy snow and strong winds toppled trees and utility poles on the Cape
and Islands, where more than 16,000 electric customers lost power by early morning on the 26th.  The storm forced the cancellation of half of the scheduled 700 flights from Logan International Airport in Boston.  Rush hour traffic was snarled on the main routes out of the Boston area as well.

There was one fatality in Norton, in Bristol County, which was not directly attributed to the storm.  A 9-year old boy wandered from his home and became disoriented during the heavy snow.  He died as a result of exposure to the snow and cold, but had a pre-existing medical condition which led to the fatality.

Some of the higher snowfall totals from this storm included 24 inches in Harwich, 22 inches in Marstons Mills, and 20 inches in West Dennis, all on Cape Cod.  Other totals on the Cape ranged from 12 to 19 inches, with the exception of 8 inches in Provincetown.  Nantucket and Martha's Vineyard reported totals ranging from 17 to 19 inches.  The National Weather Service Office in Taunton reported 10.9 inches, Worcester reported 10.5 inches, and Logan International Airport reported 6.5 inches of snow.  The least amount of snow fell in western Massachusetts, where between 2 and 7 inches were reported in Franklin, Hampshire, and Hampden Counties.",8
5692865,BARNSTABLE (ZONE), ,3/4/99,100,Strong Wind, , ,0,0,0,0,MA,EST, ,2405356,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,3/4/99,1400, , , , ,,"Low pressure passing west of New England brought a period of strong south winds to much of Massachusetts.  The highest gusts occurred in the eastern part of the state, where winds gusted over 60 mph at several locations.  A peak gust of 69 mph was recorded at the Blue Hill Observatory in Milton, and gusts to 61 mph were reported in Taunton and Nantucket.  Other strong wind gusts  included 56 mph in Milford and Winthrop, 53 mph at Logan International Airport in Boston and Worcester Municipal Airport in Worcester, 51 mph in Provincetown, 49 mph in Beverly, 48 mph in Norwood, 47 mph in Plymouth, and 46 mph in Hyannis and Martha's Vineyard.  Other locations in Massachusetts reported wind gusts of 35 to 45 mph.  The strong winds only caused minor damage, namely fallen tree limbs and downed wires which resulted in power outages at a few locations.

Heavy rainfall totaled over two inches in parts of western Massachusetts.  In less than 12 hours, a total of 2.40 inches of rain fell in Tolland, in Hampden County, and 2.25 inches fell in Shelburne Falls, in Franklin County.  There were significant rises on small streams in these counties, but no flooding was reported.  Thunder and lightning accompanied some of the heavier downpours.",9
5693005,BARNSTABLE (ZONE), ,3/8/99,1200,Strong Wind, , ,0,0,0,0,MA,EST, ,2404857,Z,22,BOX,0,0,OFFICIAL NWS OBS., , , , , , , , ,3/8/99,2359, , , , ,,"Strong north to northwest winds reached peak sustained speeds of 30 to 35 mph, with gusts over 40 mph, across the outer portion of Cape Cod.  The area from Truro to Provincetown received the strongest winds.  At the Provincetown Airport, wind speeds averaged as high as 33 mph with gusts to 43 mph during the early evening hours.  There were no reports of damage.",10
