EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5551574,BARNSTABLE (ZONE), ,01/07/1996,1700,Heavy Snow, , ,0,0,800000,0,MA,EST, ,2036745,Z,22,BOX,0,0, , , , , , , , , ,01/08/1996,1700, , , , ,"","An intense East Coast low pressure system moved northeast from eastern Georgia passing along the coast of the Carolinas and then close to 40 degrees North and 70 degrees West.  This storm was one of the most significant winter storms to hit southern New England in the past 20 years and was named "The Blizzard of '96" as it dumped record snowfalls from the mid-Atlantic states to southern New England.  Technically, this storm only reached a true blizzard by National Weather Service criteria for a few hours in a small section of eastern Massachusetts around South Weymouth during the early morning hours on January 8th.  Very heavy snowfall, which was measured in feet, was the main effect of this storm.  It was the most region-wide heavy snowfall since the "Blizzard of '78."  Totals ranged from 15 to 25 inches, with many totals of 20 to 25 inches in parts of Plymouth and Bristol Counties.  Totals of 13 to 18 inches were reported from Cape Cod and the Islands.  There was a brief change to rain on parts of the Cape.  More than 20 inches were reported in parts of Hampden and Hampshire Counties of western Massachusetts with more than 30 inches in some places in the Berkshires.  Snowfall from this storm totalled 18 inches at Boston and the total snow depth on the ground hit 30 inches, breaking the all-time record of 29 inches set at the end of the "Blizzard of '78."

Strong to gale force northeast winds along the coast threatened to bring coastal flooding, but a wind shift to the north and parallel to the Massachusetts east coast resulted in a decreasing storm surge from around 2.7 feet to 1.9 feet at the Boston tide gauge by the time of the early afternoon high tide on January 8th.  Only a few coastal roads were closed due to flooding.  However, on the eastern shore of Nantucket Island, high waves and stronger than usual ocean currents eroded sand dunes and did an estimated $200,000 damage to cottages in an area that suffered damage from previous nor'easters.  A building inspector on Nantucket stated that the Gulf Stream had been displaced farther to the north than usual and that greater sea surface temperature differences caused faster currents along the shore.  The main impact of this storm, though, was the closure of schools, businesses, airports, and transportation systems for a long duration.

The Massachusetts Emergency Management Agency reported damage claims of $32 million from approximately 350 communities, mostly for the costs of snow removal (see damage figures above).

The combination of this snowfall, earlier snowfalls, and subsequent rainfall events resulted in the collapse of many roofs within a week to two weeks after the storm.  In Whitman, a section of a skating rink roof collapsed, injuring four women.  In Foxborough, on January 12th, after several more inches of snow and then some heavy rain, a roof collapsed at one of the water department buildings.  On January 13th, a woman was evacuated from her mobile home in Marlborough after the roof collapsed.  More than 70 people were evacuated from a condominium in Framingham after the roof cracked and then caved in.  In Franklin, a house suffered structural damage from the weight of the snow, while in Townsend a barn roof collapsed killing 8 dairy cows.  Other roof collapses were reported at a church in Chelmsford, a business in Tyngsborough, and at a mall in Tewksbury.  On January 14th, the roof of a two-story house collapsed in West Springfield, resulting in an estimated $150,000 damage to the structure.  The roof of a garage in Northampton collapsed.  The building was reported to be a total loss.  In Monson, a barn roof collapsed.  A number of people were injured when they fell while clearing snow from their roofs.  On January 19th, the roof of a barn collapsed in Framingham, killing two horses.",1
5551581,BARNSTABLE (ZONE), ,01/10/1996,0,Heavy Snow, , ,0,0,0,0,MA,EST, ,2036747,Z,22,BOX,0,0, , , , , , , , , ,01/10/1996,2200, , , , ,"","Snowfall accumulations of 4 to 8 inches were reported across the eastern portion of the state, including Cape Cod.  This snowfall, although it was of the fluffy variety, added to the headaches of snow removal crews which were still clearing away up to two feet of snow left by the "Blizzard of '96" just two days earlier.  Snow on the ground reach two to three feet and all communities, especially cities, had many problems keeping residential streets passable.  Boston had 5.4 inches and the snow on the ground total set a new record of 32 inches at noon on January 10th.  The old record was 29 inches on February 7, 1978.  Maynard and Billerica both had 6 inches from this event and the total depth on the ground reached 35 inches at Maynard.  At Hingham, the snowfall totalled 6 inches and the depth on the ground reached 32 inches, beating a record of 31 inches set on February 7, 1978.  Even at Plymouth, where 7 inches of snow fell, the total snow depth reached 28 inches.  On Cape Cod, Barnstable reported the maximum snowfall from this event of 9 inches, while Eastham had 8 inches.  On Martha's Vineyard, there was 4 inches at Vineyard haven.  In northeast Massachusetts, Newbury had 9 inches and Gloucester had 8 inches.  Southwest of Boston, West Medway reported 7 inches.",2
5551781,BARNSTABLE (ZONE), ,01/19/1996,1315,High Wind, , ,0,0,0,0,MA,EST, ,2036749,Z,22,BOX,0,0, , , , , , , , , ,01/19/1996,1930, , , , ,"","",3
5551786,BARNSTABLE (ZONE), ,01/24/1996,1300,High Wind,50, ,0,0,0,0,MA,EST, ,2036751,Z,22,BOX,0,0, , , , , , , , , ,01/24/1996,1900, , , , ,"","A strong low pressure system moving northeast through the eastern Great Lakes region and its accompanying trailing cold front produced a period of strong and gusty south to southwest winds.  The highest wind gusts of 60 mph and more were confined to higher elevations.  Blue Hill Observatory in Milton, at an elevation of 660 feet, recorded the highest peak wind gust to 82 mph around 2:30 PM.  A peak gust to 53 mph was recorded in Easton and a gust to 58 mph was reported from Cape Cod.",4
5551816,BARNSTABLE (ZONE), ,01/27/1996,1400,High Wind, , ,0,0,0,0,MA,EST, ,2036760,Z,22,BOX,0,0, , , , , , , , , ,01/27/1996,2100, , , , ,"","",5
5552200,BARNSTABLE (ZONE), ,02/02/1996,2200,Heavy Snow, , ,0,0,0,0,MA,EST, ,1009817,Z,22,BOX,0,0, , , , , , , , , ,02/03/1996,1000, , , , ,"","A coastal low pressure system brought a heavy snowfall to eastern Massachusetts, Cape Cod, and the Islands.  More than one foot of snow fell on parts of the Cape.  Some snowfall totals included:  Chatham, 15 inches; Hyannisport, 14 inches; Yarmouthport, 13 inches; Sandwich, 12 inches; Martha's Vineyard, 8 inches; Marshfield, 12 inches; Carver, 11 inches; Pembroke, 10 inches; Shrewsbury, 6.2 inches; and Rockport, 6 inches.  Travel conditions were difficult during the heavy snowfall but since the storm occurred late Friday evening into Saturday morning, there were fewer cancellations that usual.",6
5552221,BARNSTABLE (ZONE), ,02/16/1996,1300,Heavy Snow, , ,0,0,0,0,MA,EST, ,2036786,Z,22,BOX,0,0, , , , , , , , , ,02/17/1996,1300, , , , ,"","A rapidly intensifying storm system moved northeast from off the Virginia Capes passing southeast of Cape Cod and brought still another in a long series of major snowstorms this winter season.  Snowfall totals ranged from only 3 to 5 inches away from the coast in Essex County and the south portion of Worcester County to 7 to 9 inches in the Boston area.  The maximum amount of snowfall was 14 inches reported from Ashburnham in the extreme northern portion of Worcester County.  On Cape Cod there were totals of 5 to 10 inches and Nantucket and Martha's Vineyard had 5 to 7 inches.  Other totals included:  North Amherst, 12 inches; Worthington, 11.6 inches; Orange, 11 inches; Hyannis and Falmouth, 10 inches; Easton, 9.8 inches; Hingham, 9.3 inches; Manchester-by-the-Sea, 8.8 inches; New Bedford, 8 inches; Boston's Logan International Airport, 7.1 inches; Shrewsbury, 5.3 inches.  This storm brought the total seasonal snowfall at Boston to 83.5 inches.

Snow began and quickly became heavy Friday afternoon.  Roads were quickly jammed with commuters that were slowed to a crawl trying to head home for the three-day holiday weekend.  Road conditions soon became very poor by 4 PM.  By 6 PM, Logan International Airport only had one runway open and numerous flights were delayed or cancelled.  Gale force northeast to north winds caused 10 to 15 foot seas offshore and minor coastal flooding closed William T. Morrisey Boulevard just to the south of Boston at the time of high tide.  In addition, tidal washover occurred on coastal roads in Scituate and other towns to the south of Boston.",7
